Latitude,Longitude,label
43.41884613037109,-88.1884765625,school
32.752353,-117.009713,non_school
42.259761810302734,-83.33604431152344,school
43.32146835327149,-76.14445495605469,school
38.2559488,-80.3775789,non_school
38.68361282348633,-76.53836822509766,school
33.43106460571289,-112.0616455078125,school
40.91598510742188,-111.3941421508789,school
37.90771484375,-121.6191864013672,school
43.0800772,-79.074433,non_school
42.2759536,-93.6393594,non_school
42.59990692138672,-84.45101928710938,school
38.6293782,-75.953194,non_school
38.479248046875,-82.64849090576172,school
38.00645065307617,-122.55168151855467,school
34.4214838,-91.7063063,non_school
41.87118911743164,-72.37264251708984,school
40.38784790039063,-79.90060424804688,school
31.778682708740234,-84.43411254882812,school
36.18048858642578,-115.1984634399414,school
47.05086135864258,-122.82022094726562,school
36.006202697753906,-96.09500122070312,school
33.4637434,-88.8176213,non_school
40.03559875488281,-91.8143310546875,school
39.5569053,-95.1491023,non_school
38.9918176,-77.0956201,non_school
34.09244537353516,-98.5682144165039,school
41.69285202026367,-88.29715728759766,school
37.4761287,-97.2451939,non_school
35.2231108,-92.3859924,non_school
28.480588912963867,-81.43427276611328,school
37.76019287109375,-97.35472869873048,school
37.22946166992188,-104.76943969726562,school
34.18619918823242,-79.65519714355469,school
39.1476063,-79.6153375,non_school
41.2286139,-76.982039,non_school
35.492279052734375,-97.73448944091795,school
42.46809005737305,-93.83586883544922,school
40.09810256958008,-75.28994750976562,school
41.21139144897461,-92.95853424072266,school
31.8990421295166,-86.00439453125,school
39.47356796264648,-118.76527404785156,school
43.7954872,-102.0606013,non_school
36.9773047,-121.9002537,non_school
35.0716099,-91.8853485,non_school
37.09385681152344,-79.29755401611328,school
41.2231991,-124.0157081,non_school
27.74812889099121,-97.4299774169922,school
40.7744081,-97.0505263,non_school
37.85466384887695,-81.45449829101562,school
47.6992234,-122.339182,non_school
46.28643035888672,-119.20974731445312,school
30.411279678344727,-84.29547882080078,school
41.02699279785156,-74.52726745605469,school
39.96504592895508,-82.89434051513672,school
37.2132403,-89.8414195,non_school
47.59529113769531,-115.32229614257812,school
35.480430603027344,-79.17169189453125,school
41.87715530395508,-87.75234985351562,school
37.44309997558594,-93.0440673828125,school
42.42424774169922,-87.9937973022461,school
41.605010986328125,-83.47541046142578,school
33.7499951,-84.3907337,non_school
42.66777801513672,-122.74666595458984,school
40.21817398071289,-83.00096893310547,school
46.5858063,-97.9837123,non_school
35.618661,-95.066438,non_school
43.77006149291992,-73.18094635009766,school
36.2928581237793,-84.44660186767578,school
41.50148391723633,-74.02069854736328,school
34.0086555480957,-84.37368774414062,school
45.3075,-93.7977778,non_school
34.039344787597656,-83.2280502319336,school
39.06370162963867,-80.17959594726562,school
41.726661682128906,-96.55891418457033,school
37.53942108154297,-122.3093490600586,school
36.5595817565918,-79.46502685546875,school
31.336280822753903,-85.81410217285156,school
40.60138702392578,-79.60321807861328,school
37.3736745,-122.0573726,non_school
41.37812805175781,-89.21685028076172,school
32.247825622558594,-110.9832534790039,school
41.2096484,-96.623268,non_school
38.93256378173828,-104.83059692382812,school
33.50682067871094,-112.10736083984376,school
25.929901123046875,-97.5082778930664,school
38.44983673095703,-91.02842712402344,school
36.59344482421875,-81.97984313964844,school
43.516822814941406,-96.76345825195312,school
41.00881576538086,-91.95529174804688,school
33.81412506103516,-118.28170776367188,school
32.47126388549805,-94.26408386230467,school
35.34235763549805,-96.93655395507812,school
44.8514395,-91.4800835,non_school
44.0377007,-85.6826583,non_school
38.756486,-104.8140697,non_school
32.7459868,-117.111984,non_school
42.4475855,-73.2525946,non_school
41.17726516723633,-80.957275390625,school
41.1494804,-95.1625596,non_school
42.2656989,-72.6710534,non_school
41.58,-71.5778,non_school
36.4504280090332,-77.56553649902344,school
37.9047209,-122.6140275,non_school
37.01144790649414,-121.57782745361328,school
30.34231948852539,-81.63796997070312,school
40.0197593,-87.5752969,non_school
41.45252227783203,-82.17334747314453,school
44.6050023,-75.1338148,non_school
42.79339599609375,-71.08333587646484,school
34.3888184,-84.181368,non_school
40.825927734375,-77.8270263671875,school
43.7316215,-94.2374644,non_school
41.0297968,-100.4581792,non_school
39.6953010559082,-119.97256469726562,school
35.2248169,-87.2506676,non_school
31.07345962524414,-97.62105560302734,school
39.53807830810547,-119.74588775634766,school
42.4689203,-92.2611906,non_school
46.0721649,-92.2582487,non_school
37.5408821105957,-89.29869842529297,school
42.4074874,-71.1440647,non_school
39.2362989,-95.4691225,non_school
40.41448593139648,-85.6463623046875,school
26.01008987426757,-80.16226959228516,school
41.9329595,-85.6505861,non_school
29.63832092285156,-83.13326263427734,school
40.8591698,-93.4988261,non_school
44.2990943,-84.693441,non_school
43.44676208496094,-96.96407318115234,school
42.9086629,-94.0841384,non_school
35.157188415527344,-119.46067810058594,school
39.09423828125,-84.74067687988281,school
32.2274049,-110.9560686,non_school
44.4004122,-84.7748255,non_school
34.568016052246094,-118.1100845336914,school
41.35837936401367,-82.24488067626953,school
45.0097267,-95.8012069,non_school
32.70053482055664,-80.37425994873047,school
43.9297846,-90.0558427,non_school
35.03996658325195,-107.37642669677734,school
36.14344787597656,-120.36432647705078,school
35.28480529785156,-89.25923919677734,school
39.034934997558594,-83.93388366699219,school
29.0488338470459,-95.70443725585938,school
33.02076721191406,-117.20652770996094,school
39.94170379638672,-75.05534362792969,school
41.8222,-71.4862,non_school
32.37458419799805,-85.66189575195312,school
44.50613,-73.226135,non_school
32.3705174,-86.2836941,non_school
42.81727981567383,-78.67141723632812,school
34.176204681396484,-86.32109069824219,school
44.9051856,-66.9863514,non_school
36.98092651367188,-122.0137710571289,school
41.49760055541992,-71.2938003540039,school
37.7829843,-122.4610835,non_school
41.9288055,-87.6584501,non_school
29.168270111083984,-95.42713165283205,school
40.77318572998047,-84.05230712890625,school
33.7473175,-118.2152043,non_school
40.1039271,-105.2593901,non_school
31.244897842407227,-90.47232055664062,school
41.37403106689453,-81.91411590576172,school
40.48356628417969,-78.7352294921875,school
35.6766471862793,-105.962646484375,school
42.22669982910156,-83.26439666748047,school
37.7634365,-122.4219094,non_school
40.972877502441406,-74.35348510742188,school
41.48084259033203,-99.08731079101562,school
30.612736,-96.340921,non_school
43.55376052856445,-96.67356872558594,school
44.6673349,-75.0204032,non_school
30.7826872,-89.8711863,non_school
30.446758,-88.7189273,non_school
36.37785720825195,-84.35965728759766,school
36.702857971191406,-97.07672119140624,school
41.645145416259766,-122.52474212646484,school
46.9858468,-104.1885469,non_school
39.607608795166016,-122.538330078125,school
44.72649002075195,-93.39971160888672,school
36.72067642211914,-81.17787170410156,school
26.70376777648925,-80.10836029052734,school
43.18569564819336,-77.47372436523438,school
41.3227434,-92.3301808,non_school
31.803003311157227,-106.23564910888672,school
38.43046569824219,-121.31300354003906,school
41.24479293823242,-73.1563949584961,school
37.710330963134766,-89.61759948730469,school
39.01095199584961,-77.17744445800781,school
43.0883333,-73.7416667,non_school
40.77714920043945,-74.25138092041016,school
39.3749853,-97.1261018,non_school
39.83222961425781,-99.56983184814452,school
38.2633402,-85.8312972,non_school
42.6567591,-93.5018277,non_school
37.65841293334961,-122.1094970703125,school
39.8259654,-105.040144,non_school
29.47661399841309,-95.17616271972656,school
36.20502471923828,-95.9501953125,school
44.9820263,-123.0246961,non_school
32.8423345,-104.4032963,non_school
42.4224811,-94.9880442,non_school
37.67682266235352,-121.01773834228516,school
46.7528243,-88.9399107,non_school
33.879329681396484,-79.51172637939453,school
36.802431,-121.6656941,non_school
38.7633806,-88.3617119,non_school
33.5579096,-82.8959785,non_school
41.902076721191406,-87.64056396484375,school
30.22659492492676,-93.20848846435548,school
41.87013626098633,-87.68058776855469,school
37.8396184,-97.3653972,non_school
42.21133041381836,-72.6054458618164,school
28.23050880432129,-82.37185668945312,school
39.829402923583984,-105.12141418457033,school
37.68977355957031,-122.15856170654295,school
44.6008361,-92.0267011,non_school
35.46405029296875,-77.27357482910156,school
33.022396087646484,-83.95623016357422,school
33.87142562866211,-117.58684539794922,school
45.7236213684082,-84.73255157470703,school
32.837533,-116.998264,non_school
33.5412712097168,-117.66852569580078,school
32.909248,-117.145551,non_school
42.469024,-71.4564992,non_school
38.89105987548828,-76.81439971923828,school
40.8597152,-99.9838039,non_school
42.06578826904297,-72.85450744628906,school
38.9694917,-90.1953879,non_school
43.55720520019531,-89.4678955078125,school
42.5638377,-83.1681738,non_school
35.0047721862793,-82.00491333007812,school
38.9751098,-77.7102716,non_school
44.2243616,-95.4702032,non_school
41.11226272583008,-87.84146881103516,school
36.78922271728516,-90.4540023803711,school
35.65999984741211,-78.32467651367188,school
37.82393646240234,-77.06201171875,school
33.6142181,-85.7884878,non_school
29.794921875,-82.49189758300781,school
33.0356349,-117.2381936,non_school
37.973899841308594,-103.5457763671875,school
39.9321728,-104.8653999,non_school
42.1217987,-72.4285897,non_school
28.896095275878903,-82.09452819824219,school
40.28754425048828,-85.0252456665039,school
30.53742218017578,-86.47412109375,school
46.7578927,-88.4531343,non_school
29.7544174194336,-95.85955047607422,school
40.75371170043945,-74.220703125,school
40.84621047973633,-73.8893051147461,school
35.44023513793945,-97.43798065185548,school
34.09834289550781,-117.88533782958984,school
42.3843111,-88.3329555,non_school
31.9571928,-109.2742654,non_school
39.4442149,-89.9720502,non_school
31.14713287353516,-92.73009490966795,school
34.74561309814453,-101.8607406616211,school
41.71358489990234,-87.7454833984375,school
44.2165977,-73.242867,non_school
39.6577193,-79.9864985,non_school
43.4527625,-96.4329789,non_school
31.09575080871582,-97.30997467041016,school
38.5627353,-122.4149857,non_school
40.6445541381836,-74.34915924072266,school
42.53602981567383,-111.77995300292967,school
44.89285659790039,-93.04287719726562,school
38.4228276,-89.9026026,non_school
39.5792121887207,-91.48181915283205,school
39.79834365844727,-77.9000473022461,school
40.8854339,-74.0442526,non_school
36.21969604492188,-107.4884033203125,school
40.45273971557617,-79.96761322021484,school
32.441246032714844,-86.47052764892578,school
29.73243904113769,-90.6089859008789,school
41.9016667,-83.7152778,non_school
39.74530792236328,-104.92932891845705,school
40.46804428100586,-85.49681091308594,school
34.1998291015625,-90.60121154785156,school
37.71293258666992,-97.36963653564452,school
39.764102935791016,-104.8976058959961,school
36.41838455200195,-80.22916412353516,school
47.4581862,-96.8216366,non_school
37.617279052734375,-89.9556655883789,school
27.74264335632324,-97.41404724121094,school
37.577056884765625,-122.031982421875,school
41.1599771,-112.0249065,non_school
39.52755737304688,-105.0212173461914,school
35.63045883178711,-117.65805053710938,school
43.7896948,-90.0759605,non_school
42.3085921,-93.6402159,non_school
28.04559326171875,-82.5328369140625,school
40.8300666809082,-73.92204284667969,school
36.2281608581543,-82.63126373291016,school
32.59329605102539,-93.8090362548828,school
32.7436452,-117.0452275,non_school
34.104359,-118.0865159,non_school
44.9282728,-122.9885457,non_school
37.6668913,-95.458076,non_school
37.8273404,-80.8039767,non_school
38.265811920166016,-76.45050048828125,school
43.1655492,-89.3648399,non_school
44.0195893,-88.5377145,non_school
37.0187208,-122.0437874,non_school
38.73295974731445,-120.67826080322266,school
38.85342788696289,-94.72544860839844,school
39.3506013,-101.7100117,non_school
37.89460754394531,-122.03744506835938,school
37.85586929321289,-94.12882995605467,school
35.1332983,-119.4479174,non_school
34.262550354003906,-118.3143310546875,school
28.171958923339844,-80.60234069824219,school
42.868061,-100.5506891,non_school
39.12558364868164,-77.41131591796875,school
46.8895992,-98.7006273,non_school
37.9224755,-95.4037998,non_school
39.13954925537109,-104.09015655517578,school
40.03408050537109,-81.59661102294922,school
37.8514601,-122.2494565,non_school
33.54376602172852,-112.18218231201172,school
30.49936294555664,-86.13327026367188,school
35.263423919677734,-83.64655303955078,school
39.0529703,-92.3316845,non_school
44.5769121,-92.5007446,non_school
42.2216471,-85.7857879,non_school
37.3377722,-95.3195188,non_school
34.25517272949219,-118.30729675292967,school
47.7858071,-121.5711611,non_school
26.200183868408203,-98.24927520751952,school
47.22804260253906,-122.39984893798828,school
43.4345243,-71.1620107,non_school
42.24361038208008,-71.86054992675781,school
29.978513717651367,-92.12532043457033,school
37.9673062,-100.8761122,non_school
39.7508792,-104.9929463,non_school
34.2644751,-93.4602908,non_school
31.8830524,-100.5351644,non_school
